timestamp,unit_id,unit_type,empire_or_resistance,location_x,location_y,destination_x,destination_y,homeworld
2025-07-09 08:37:16,28,tie_silencer,empire,7,4,8,3,Malastare
2025-07-09 08:37:15,29,unknown,empire,7,7,4,10,Corellia
2025-07-09 08:37:14,30,unknown,empire,7,5,10,8,Champala
2025-07-09 08:37:13,31,resistance_soldier,resistance,7,4,5,5,Skako
2025-07-09 08:37:12,32,x-wing,resistance,2,7,1,7,Alderaan
2025-07-09 08:37:11,33,tie_fighter,resistance,2,5,4,5,Skako
2025-07-09 08:37:10,34,resistance_soldier,empire,3,4,9,10,Toydaria
2025-07-09 08:37:09,35,tie_silencer,resistance,9,9,6,10,Mon Cala
2025-07-09 08:37:08,36,tie_fighter,empire,10,1,8,7,Toydaria
2025-07-09 08:37:07,37,unknown,resistance,4,1,2,2,Iktotch
2025-07-09 08:37:06,38,resistance_soldier,resistance,5,8,9,5,Dathomir
2025-07-09 08:37:05,39,resistance_soldier,resistance,8,5,3,3,Chandrila
2025-07-09 08:37:04,40,resistance_soldier,resistance,9,3,9,10,Shili
2025-07-09 08:37:03,41,tie_silencer,empire,7,8,8,10,Naboo
2025-07-09 08:37:02,42,stormtrooper,empire,3,7,3,2,Vulpter
2025-07-09 08:37:01,43,unknown,empire,3,1,1,3,Ryloth
2025-07-09 08:37:00,44,at-st,empire,8,7,6,9,Ryloth
2025-07-09 08:36:59,45,at-at,resistance,9,4,5,7,Shili
2025-07-09 08:36:58,46,stormtrooper,empire,1,10,5,2,Concord Dawn
2025-07-09 08:36:57,47,stormtrooper,resistance,3,1,7,1,Champala
2025-07-09 08:36:56,48,tie_silencer,resistance,10,7,7,4,Malastare
2025-07-09 08:36:55,49,at-at,empire,5,1,7,5,Quermia
2025-07-09 08:36:54,50,at-at,resistance,10,7,2,2,Champala
2025-07-09 08:36:53,51,tie_fighter,resistance,8,4,1,6,Mon Cala
2025-07-09 08:36:52,52,tie_fighter,resistance,7,5,6,10,Aleen Minor
2025-07-09 08:36:51,53,unknown,resistance,9,9,10,9,Stewjon
2025-07-09 08:36:50,54,resistance_soldier,empire,1,5,4,10,Tatooine
2025-07-09 08:36:49,55,unknown,resistance,1,4,5,2,Skako
2025-07-09 08:36:48,56,stormtrooper,resistance,1,3,7,3,Iktotch
2025-07-09 08:36:47,57,x-wing,empire,5,3,4,6,Toydaria
2025-07-09 08:36:46,58,resistance_soldier,empire,10,3,4,8,Stewjon
2025-07-09 08:36:45,59,unknown,empire,3,4,10,4,Tatooine
2025-07-09 08:36:44,60,tie_silencer,empire,3,6,2,1,Ojom
2025-07-09 08:36:43,61,tie_silencer,empire,6,8,3,10,Glee Anselm
2025-07-09 08:36:42,62,resistance_soldier,resistance,5,5,8,7,Mon Cala
2025-07-09 08:36:41,63,at-at,resistance,10,3,9,9,Mon Cala
2025-07-09 08:36:40,64,at-at,resistance,3,1,2,8,Vulpter
2025-07-09 08:36:39,65,x-wing,resistance,3,6,6,1,Tholoth
2025-07-09 08:36:38,66,resistance_soldier,empire,10,2,1,5,Tholoth
2025-07-09 08:36:37,67,tie_silencer,empire,3,2,8,3,Toydaria
2025-07-09 08:36:36,68,at-st,empire,8,4,10,5,Socorro
2025-07-09 08:36:35,69,at-at,empire,9,2,8,4,Zolan
2025-07-09 08:36:34,70,unknown,resistance,10,5,1,4,Champala
2025-07-09 08:36:33,71,tie_silencer,empire,9,7,6,8,Glee Anselm
2025-07-09 08:36:32,72,x-wing,resistance,5,1,5,5,Tatooine
2025-07-09 08:36:31,73,stormtrooper,resistance,10,5,2,2,Quermia
2025-07-09 08:36:30,74,at-st,empire,9,2,8,4,Trandosha
2025-07-09 08:36:29,75,stormtrooper,empire,3,7,5,1,Tund
2025-07-09 08:36:28,76,at-st,resistance,10,9,1,5,Dathomir
2025-07-09 08:36:27,77,at-at,resistance,5,9,7,2,Ojom
2025-07-09 08:36:26,78,stormtrooper,resistance,9,5,10,4,Glee Anselm
2025-07-09 08:36:25,79,at-st,resistance,7,3,10,6,Iridonia
2025-07-09 08:36:24,80,tie_fighter,resistance,3,5,3,10,Rodia
2025-07-09 08:36:23,81,x-wing,empire,10,8,3,10,Ryloth
2025-07-09 08:36:22,82,at-st,empire,8,2,7,6,Shili
2025-07-09 08:36:21,83,at-st,empire,2,7,9,1,Tund
2025-07-09 08:36:20,84,tie_fighter,empire,7,2,2,3,Vulpter
2025-07-09 08:36:19,85,at-at,empire,2,8,1,3,Trandosha
2025-07-09 08:36:18,86,at-at,empire,8,6,1,5,Dorin
2025-07-09 08:36:17,87,tie_silencer,resistance,4,7,1,1,Glee Anselm
2025-07-09 08:36:16,88,x-wing,resistance,2,8,10,8,Iktotch
2025-07-09 08:36:15,89,unknown,empire,3,6,8,4,Cerea
2025-07-09 08:36:14,90,unknown,empire,10,5,8,1,Aleen Minor
2025-07-09 08:36:13,91,stormtrooper,empire,8,6,1,3,Tund
2025-07-09 08:36:12,92,resistance_soldier,resistance,10,6,7,2,Sullust
2025-07-09 08:36:11,93,x-wing,empire,4,3,5,6,Trandosha
2025-07-09 08:36:10,94,tie_silencer,resistance,1,2,5,4,Naboo
2025-07-09 08:36:09,95,stormtrooper,empire,6,3,2,7,Quermia
2025-07-09 08:36:08,96,tie_silencer,resistance,10,9,2,2,Mon Cala
2025-07-09 08:36:07,97,unknown,resistance,4,10,3,2,Umbara
2025-07-09 08:36:06,98,stormtrooper,resistance,1,9,2,7,Naboo
2025-07-09 08:36:05,99,stormtrooper,resistance,4,5,6,9,Serenno
2025-07-09 08:36:04,100,unknown,resistance,8,7,6,1,Naboo
2025-07-09 08:36:03,101,at-at,empire,3,1,3,7,Stewjon
2025-07-09 08:36:02,102,tie_fighter,empire,5,7,2,8,Trandosha
2025-07-09 08:36:01,103,stormtrooper,empire,6,3,4,1,Concord Dawn
2025-07-09 08:36:00,104,tie_silencer,empire,8,8,10,7,Tholoth
2025-07-09 08:35:59,105,resistance_soldier,resistance,1,7,6,6,Naboo
2025-07-09 08:35:58,106,at-at,empire,2,1,2,2,Iktotch
2025-07-09 08:35:57,107,tie_silencer,empire,1,8,5,8,Serenno
2025-07-09 08:35:56,108,at-at,empire,4,3,7,7,Umbara
2025-07-09 08:35:55,109,at-at,resistance,3,6,6,6,Socorro
2025-07-09 08:35:54,110,at-st,resistance,10,5,6,6,Alderaan
2025-07-09 08:35:53,111,x-wing,empire,8,5,4,7,Glee Anselm
2025-07-09 08:35:52,112,at-st,empire,5,3,3,1,Tholoth
2025-07-09 08:35:51,113,at-at,empire,3,3,5,5,Dagobah
2025-07-09 08:35:50,114,at-at,empire,8,2,3,7,Eriadu
2025-07-09 08:35:49,115,unknown,resistance,6,7,10,10,Troiken
2025-07-09 08:35:48,116,resistance_soldier,resistance,3,1,4,4,Sullust
2025-07-09 08:35:47,117,x-wing,empire,1,9,8,9,Muunilinst
2025-07-09 08:35:46,118,at-at,empire,10,5,3,10,Quermia
2025-07-09 08:35:45,119,stormtrooper,resistance,8,1,5,3,Rodia
2025-07-09 08:35:44,120,resistance_soldier,empire,7,5,6,7,Rodia
2025-07-09 08:35:43,121,resistance_soldier,resistance,7,10,10,6,Glee Anselm
2025-07-09 08:35:42,122,tie_fighter,resistance,8,1,3,6,Zolan
2025-07-09 08:35:41,123,unknown,resistance,3,1,7,7,Tatooine
2025-07-09 08:35:40,124,at-st,resistance,3,7,8,1,Eriadu
2025-07-09 08:35:39,125,x-wing,empire,2,6,1,6,Stewjon
2025-07-09 08:35:38,126,tie_silencer,empire,3,10,6,5,Ojom
2025-07-09 08:35:37,127,resistance_soldier,resistance,7,8,1,6,Sullust
2025-07-09 08:35:36,128,stormtrooper,resistance,6,9,1,8,Chandrila
2025-07-09 08:35:35,129,resistance_soldier,resistance,4,1,2,1,Socorro
2025-07-09 08:35:34,130,tie_silencer,resistance,5,9,2,4,Champala
2025-07-09 08:35:33,131,at-st,empire,6,1,5,10,Muunilinst
2025-07-09 08:35:32,132,unknown,empire,9,7,4,2,Corellia
2025-07-09 08:35:31,133,tie_silencer,empire,9,8,9,5,Troiken
2025-07-09 08:35:30,134,resistance_soldier,empire,6,1,6,3,Eriadu
2025-07-09 08:35:29,135,stormtrooper,empire,3,9,7,3,Vulpter
2025-07-09 08:35:28,136,x-wing,resistance,8,8,6,1,Chandrila
2025-07-09 08:35:27,137,tie_fighter,resistance,5,8,9,1,Bestine IV
2025-07-09 08:35:26,138,stormtrooper,resistance,1,5,5,10,Rodia
2025-07-09 08:35:25,139,x-wing,resistance,10,7,4,7,Troiken
2025-07-09 08:35:24,140,stormtrooper,resistance,2,4,6,6,Concord Dawn
2025-07-09 08:35:23,141,tie_silencer,resistance,9,8,4,9,Sullust
2025-07-09 08:35:22,142,unknown,resistance,8,1,6,6,Dathomir
2025-07-09 08:35:21,143,unknown,resistance,4,6,2,1,Iktotch
2025-07-09 08:35:20,144,unknown,empire,3,1,9,5,Dathomir
2025-07-09 08:35:19,145,unknown,empire,8,2,4,1,Aleen Minor
2025-07-09 08:35:18,146,at-st,empire,8,3,4,4,Corellia
2025-07-09 08:35:17,147,resistance_soldier,resistance,9,3,5,10,Ryloth
2025-07-09 08:35:16,148,tie_silencer,empire,4,6,6,8,Malastare
2025-07-09 08:35:15,149,at-at,empire,3,9,2,1,Muunilinst
2025-07-09 08:35:14,150,at-st,empire,2,7,3,5,Eriadu
2025-07-09 08:35:13,151,at-at,resistance,3,1,10,5,Vulpter
2025-07-09 08:35:12,152,stormtrooper,resistance,1,1,4,7,Tatooine
2025-07-09 08:35:11,153,tie_silencer,resistance,10,5,4,4,Umbara
2025-07-09 08:35:10,154,x-wing,empire,3,1,2,2,Vulpter
2025-07-09 08:35:09,155,resistance_soldier,empire,2,7,8,10,Stewjon
2025-07-09 08:35:08,156,tie_silencer,empire,1,7,1,4,Corellia
2025-07-09 08:35:07,157,x-wing,resistance,3,10,7,4,Tund
2025-07-09 08:35:06,158,x-wing,empire,4,3,1,9,Tatooine
2025-07-09 08:35:05,159,unknown,empire,2,10,10,5,Toydaria
2025-07-09 08:35:04,160,at-at,resistance,4,10,9,7,Aleen Minor
2025-07-09 08:35:03,161,x-wing,empire,10,10,1,8,Bestine IV
2025-07-09 08:35:02,162,x-wing,resistance,8,8,8,10,Alderaan
2025-07-09 08:35:01,163,resistance_soldier,resistance,1,3,10,10,Dathomir
2025-07-09 08:35:00,164,resistance_soldier,empire,9,6,4,1,Malastare
2025-07-09 08:34:59,165,unknown,resistance,10,4,7,4,Iktotch
2025-07-09 08:34:58,166,tie_fighter,empire,7,9,1,8,Skako
2025-07-09 08:34:57,167,x-wing,empire,3,4,7,10,Quermia
2025-07-09 08:34:56,168,at-st,resistance,8,9,2,6,Corellia
2025-07-09 08:34:55,169,resistance_soldier,resistance,3,1,5,8,Iridonia
2025-07-09 08:34:54,170,tie_silencer,empire,9,3,2,5,Aleen Minor
2025-07-09 08:34:53,171,at-at,empire,1,1,3,5,Naboo
2025-07-09 08:34:52,172,tie_silencer,empire,8,5,1,4,Mon Cala
2025-07-09 08:34:51,173,unknown,empire,7,4,6,7,Vulpter
2025-07-09 08:34:50,174,x-wing,empire,3,8,8,1,Tund
2025-07-09 08:34:49,175,resistance_soldier,empire,5,6,9,3,Tund
2025-07-09 08:34:48,176,x-wing,empire,3,2,4,1,Tholoth
2025-07-09 08:34:47,177,unknown,resistance,9,8,4,7,Tatooine
2025-07-09 08:34:46,178,at-st,resistance,9,5,4,2,Zolan
2025-07-09 08:34:45,179,unknown,resistance,10,8,10,10,Haruun Kal
2025-07-09 08:34:44,180,resistance_soldier,resistance,8,6,6,9,Alderaan
2025-07-09 08:34:43,181,x-wing,resistance,8,5,7,3,Bestine IV
2025-07-09 08:34:42,182,unknown,resistance,6,8,1,2,Mon Cala
2025-07-09 08:34:41,183,tie_fighter,empire,10,8,8,9,Dorin
2025-07-09 08:34:40,184,unknown,resistance,6,1,1,7,Alderaan
2025-07-09 08:34:39,185,at-at,empire,7,9,9,10,Dorin
2025-07-09 08:34:38,186,resistance_soldier,resistance,4,1,4,3,Shili
2025-07-09 08:34:37,187,tie_silencer,resistance,4,7,5,4,Iridonia
2025-07-09 08:34:36,188,unknown,resistance,3,9,8,10,Quermia
2025-07-09 08:34:35,189,x-wing,empire,1,7,8,3,Tatooine
2025-07-09 08:34:34,190,resistance_soldier,resistance,1,5,7,10,Concord Dawn
2025-07-09 08:34:33,191,resistance_soldier,resistance,3,4,9,3,Dathomir
2025-07-09 08:34:32,192,tie_silencer,empire,9,10,6,8,Serenno
2025-07-09 08:34:31,193,x-wing,empire,8,4,2,2,Skako
2025-07-09 08:34:30,194,at-at,resistance,8,6,9,10,Iridonia
2025-07-09 08:34:29,195,stormtrooper,empire,1,9,9,10,Corellia
2025-07-09 08:34:28,196,tie_silencer,empire,4,2,1,7,Serenno
2025-07-09 08:34:27,197,tie_silencer,resistance,4,3,6,2,Ryloth
2025-07-09 08:34:26,198,resistance_soldier,empire,5,9,5,10,Toydaria
2025-07-09 08:34:25,199,tie_fighter,resistance,9,6,7,7,Chandrila
2025-07-09 08:34:24,200,at-at,empire,8,5,6,7,Trandosha
2025-07-09 08:34:23,201,at-at,resistance,2,4,5,9,Sullust
2025-07-09 08:34:22,202,at-at,empire,9,9,1,1,Iktotch
2025-07-09 08:34:21,203,tie_silencer,resistance,8,8,9,6,Quermia
2025-07-09 08:34:20,204,unknown,empire,2,3,3,5,Trandosha
2025-07-09 08:34:19,205,tie_silencer,empire,3,2,3,7,Tatooine
2025-07-09 08:34:18,206,tie_fighter,empire,7,10,2,7,Tund
2025-07-09 08:34:17,207,x-wing,resistance,6,5,6,2,Mirial
2025-07-09 08:34:16,208,stormtrooper,resistance,1,8,5,3,Socorro
2025-07-09 08:34:15,209,x-wing,empire,1,4,9,3,Muunilinst
2025-07-09 08:34:14,210,tie_fighter,empire,9,3,9,10,Tholoth
2025-07-09 08:34:13,211,unknown,resistance,6,2,8,1,Chandrila
2025-07-09 08:34:12,212,tie_fighter,resistance,4,9,8,7,Ryloth
2025-07-09 08:34:11,213,at-at,empire,2,8,5,10,Ojom
2025-07-09 08:34:10,214,at-st,resistance,2,7,5,7,Trandosha
2025-07-09 08:34:09,215,stormtrooper,resistance,10,1,10,8,Sullust
2025-07-09 08:34:08,216,stormtrooper,resistance,3,7,8,2,Iridonia
2025-07-09 08:34:07,217,tie_silencer,empire,1,4,1,4,Ojom
2025-07-09 08:34:06,218,resistance_soldier,resistance,4,7,2,8,Shili
2025-07-09 08:34:05,219,at-st,resistance,1,8,5,1,Sullust
2025-07-09 08:34:04,220,stormtrooper,resistance,7,7,8,3,Skako
2025-07-09 08:34:03,221,at-at,resistance,2,7,7,1,Troiken
2025-07-09 08:34:02,222,tie_silencer,resistance,2,10,4,5,Socorro
2025-07-09 08:34:01,223,stormtrooper,resistance,10,10,4,6,Chandrila
2025-07-09 08:34:00,224,tie_fighter,resistance,10,4,8,5,Umbara
2025-07-09 08:33:59,225,at-st,empire,6,10,10,8,Mirial
2025-07-09 08:33:58,226,at-st,empire,5,9,2,6,Malastare
2025-07-09 08:33:57,227,at-at,empire,3,3,7,4,Skako
2025-07-09 08:33:56,228,tie_fighter,resistance,7,9,4,2,Malastare
2025-07-09 08:33:55,229,tie_fighter,resistance,4,5,5,4,Alderaan
2025-07-09 08:33:54,230,tie_fighter,resistance,6,8,7,10,Mon Cala
2025-07-09 08:33:53,231,x-wing,resistance,4,9,5,6,Tatooine
2025-07-09 08:33:52,232,at-at,resistance,1,9,7,5,Troiken
2025-07-09 08:33:51,233,tie_silencer,empire,5,7,7,1,Glee Anselm
2025-07-09 08:33:50,234,resistance_soldier,empire,9,8,9,1,Tatooine
2025-07-09 08:33:49,235,tie_silencer,resistance,2,7,10,2,Mon Cala
2025-07-09 08:33:48,236,tie_silencer,empire,5,9,10,10,Iktotch
2025-07-09 08:33:47,237,tie_silencer,resistance,4,4,10,2,Troiken
2025-07-09 08:33:46,238,at-st,empire,6,1,5,6,Dorin
2025-07-09 08:33:45,239,x-wing,empire,10,1,1,3,Serenno
2025-07-09 08:33:44,240,at-st,empire,6,8,3,6,Kalee
2025-07-09 08:33:43,241,stormtrooper,empire,6,4,4,6,Aleen Minor
2025-07-09 08:33:42,242,tie_silencer,empire,2,7,8,2,Haruun Kal
2025-07-09 08:33:41,243,unknown,resistance,8,1,5,1,Quermia
2025-07-09 08:33:40,244,tie_fighter,empire,3,10,3,2,Vulpter
2025-07-09 08:33:39,245,at-st,resistance,2,4,7,1,Mon Cala
2025-07-09 08:33:38,246,stormtrooper,resistance,1,9,5,6,Umbara
2025-07-09 08:33:37,247,stormtrooper,empire,10,8,9,5,Cerea
2025-07-09 08:33:36,248,x-wing,resistance,3,4,2,1,Quermia
2025-07-09 08:33:35,249,stormtrooper,empire,9,2,4,2,Corellia
2025-07-09 08:33:34,250,stormtrooper,empire,7,5,8,5,Ojom
2025-07-09 08:33:33,251,tie_fighter,empire,7,4,7,2,Sullust
2025-07-09 08:33:32,252,at-st,resistance,7,4,8,9,Skako
2025-07-09 08:33:31,253,stormtrooper,resistance,1,1,3,6,Sullust
2025-07-09 08:33:30,254,stormtrooper,resistance,2,4,1,4,Kashyyyk
2025-07-09 08:33:29,255,tie_fighter,empire,9,3,3,8,Dorin
2025-07-09 08:33:28,256,unknown,resistance,10,6,5,1,Shili
2025-07-09 08:33:27,257,at-at,empire,5,10,2,6,Shili
2025-07-09 08:33:26,258,stormtrooper,empire,5,9,10,3,Iridonia
2025-07-09 08:33:25,259,x-wing,resistance,1,2,1,9,Shili
2025-07-09 08:33:24,260,stormtrooper,empire,8,6,2,4,Trandosha
2025-07-09 08:33:23,261,stormtrooper,empire,9,7,1,8,Corellia
2025-07-09 08:33:22,262,x-wing,empire,10,9,2,8,Toydaria
2025-07-09 08:33:21,263,stormtrooper,empire,6,9,4,1,Tholoth
2025-07-09 08:33:20,264,at-at,resistance,10,10,7,5,Glee Anselm
2025-07-09 08:33:19,265,at-at,resistance,4,4,3,6,Kashyyyk
2025-07-09 08:33:18,266,at-at,empire,3,8,5,3,Eriadu
2025-07-09 08:33:17,267,unknown,resistance,8,7,8,10,Iktotch
2025-07-09 08:33:16,268,resistance_soldier,empire,3,6,9,2,Vulpter
2025-07-09 08:33:15,269,tie_fighter,resistance,3,3,7,4,Glee Anselm
2025-07-09 08:33:14,270,at-st,resistance,8,6,7,10,Chandrila
2025-07-09 08:33:13,271,tie_silencer,resistance,9,2,7,7,Umbara
2025-07-09 08:33:12,272,tie_silencer,empire,4,2,6,2,Tund
2025-07-09 08:33:11,273,at-at,empire,5,7,8,10,Dathomir
2025-07-09 08:33:10,274,tie_fighter,resistance,6,5,8,9,Glee Anselm
2025-07-09 08:33:09,275,resistance_soldier,empire,7,2,4,4,Trandosha
2025-07-09 08:33:08,276,tie_fighter,empire,4,9,5,10,Tund
2025-07-09 08:33:07,277,at-at,empire,4,1,9,4,Chandrila
2025-07-09 08:33:06,278,resistance_soldier,resistance,4,7,9,7,Mon Cala
2025-07-09 08:33:05,279,stormtrooper,resistance,10,10,5,9,Quermia
2025-07-09 08:33:04,280,at-st,empire,6,1,5,1,Malastare
2025-07-09 08:33:03,281,tie_fighter,empire,3,7,5,3,Bestine IV
2025-07-09 08:33:02,282,stormtrooper,resistance,7,6,6,4,Bestine IV
2025-07-09 08:33:01,283,at-at,resistance,7,5,10,1,Ryloth
2025-07-09 08:33:00,284,at-st,resistance,5,10,4,4,Alderaan
2025-07-09 08:32:59,285,unknown,resistance,2,4,6,6,Toydaria
2025-07-09 08:32:58,286,stormtrooper,empire,7,8,1,8,Vulpter
2025-07-09 08:32:57,287,at-at,empire,2,1,9,2,Corellia
2025-07-09 08:32:56,288,at-at,empire,7,3,10,4,Mirial
2025-07-09 08:32:55,289,at-st,resistance,10,10,8,10,Chandrila
2025-07-09 08:32:54,290,stormtrooper,resistance,2,5,10,9,Dathomir
2025-07-09 08:32:53,291,tie_fighter,resistance,10,10,1,4,Muunilinst
2025-07-09 08:32:52,292,resistance_soldier,empire,9,1,1,7,Aleen Minor
2025-07-09 08:32:51,293,at-st,resistance,8,1,8,7,Haruun Kal
2025-07-09 08:32:50,294,unknown,resistance,7,2,10,7,Mon Cala
2025-07-09 08:32:49,295,at-st,resistance,6,10,2,4,Cerea
2025-07-09 08:32:48,296,stormtrooper,resistance,5,5,5,2,Chandrila
2025-07-09 08:32:47,297,tie_silencer,resistance,10,2,2,7,Quermia
2025-07-09 08:32:46,298,resistance_soldier,resistance,8,4,10,10,Haruun Kal
2025-07-09 08:32:45,299,unknown,empire,6,3,1,4,Serenno
2025-07-09 08:32:44,300,x-wing,resistance,3,2,3,8,Alderaan
2025-07-09 08:32:43,301,tie_fighter,resistance,1,1,6,10,Eriadu
2025-07-09 08:32:42,302,at-st,resistance,4,8,10,2,Vulpter
2025-07-09 08:32:41,303,stormtrooper,empire,10,8,2,7,Trandosha
2025-07-09 08:32:40,304,resistance_soldier,resistance,1,7,9,5,Dathomir
2025-07-09 08:32:39,305,tie_silencer,empire,5,4,1,10,Haruun Kal
2025-07-09 08:32:38,306,at-st,empire,3,9,7,9,Kalee
2025-07-09 08:32:37,307,stormtrooper,empire,6,9,10,1,Muunilinst
2025-07-09 08:32:36,308,resistance_soldier,empire,10,10,6,1,Muunilinst
2025-07-09 08:32:35,309,tie_fighter,resistance,2,6,3,5,Iridonia
2025-07-09 08:32:34,310,at-at,resistance,7,1,8,2,Dorin
2025-07-09 08:32:33,311,resistance_soldier,empire,6,5,8,7,Serenno
2025-07-09 08:32:32,312,x-wing,resistance,6,4,4,4,Ojom
2025-07-09 08:32:31,313,tie_fighter,empire,7,3,6,6,Dorin
2025-07-09 08:32:30,314,unknown,empire,2,3,2,6,Serenno
2025-07-09 08:32:29,315,unknown,empire,9,5,3,3,Champala
2025-07-09 08:32:28,316,resistance_soldier,resistance,3,10,5,3,Mon Cala
2025-07-09 08:32:27,317,at-st,empire,1,9,9,1,Zolan
2025-07-09 08:32:26,318,resistance_soldier,resistance,3,7,6,10,Rodia
2025-07-09 08:32:25,319,stormtrooper,empire,1,2,8,8,Eriadu
2025-07-09 08:32:24,320,stormtrooper,empire,8,2,1,8,Stewjon
2025-07-09 08:32:23,321,stormtrooper,empire,5,5,9,10,Tund
2025-07-09 08:32:22,322,stormtrooper,resistance,8,5,9,4,Shili
2025-07-09 08:32:21,323,unknown,empire,9,2,1,10,Tund
2025-07-09 08:32:20,324,at-at,empire,6,4,8,4,Tund
2025-07-09 08:32:19,325,at-st,resistance,9,1,4,2,Zolan
2025-07-09 08:32:18,326,at-st,resistance,6,8,6,10,Toydaria
2025-07-09 08:32:17,327,tie_silencer,resistance,10,2,8,3,Shili
2025-07-09 08:32:16,328,tie_silencer,empire,5,6,1,6,Trandosha
2025-07-09 08:32:15,329,resistance_soldier,resistance,7,8,9,8,Naboo
2025-07-09 08:32:14,330,tie_fighter,empire,8,5,1,9,Socorro
2025-07-09 08:32:13,331,stormtrooper,empire,7,7,5,1,Stewjon
2025-07-09 08:32:12,332,tie_silencer,resistance,2,3,10,3,Glee Anselm
2025-07-09 08:32:11,333,at-at,resistance,9,6,10,9,Umbara
2025-07-09 08:32:10,334,at-at,resistance,7,2,3,2,Malastare
2025-07-09 08:32:09,335,unknown,resistance,3,5,2,5,Trandosha
2025-07-09 08:32:08,336,resistance_soldier,empire,8,7,4,6,Stewjon
2025-07-09 08:32:07,337,resistance_soldier,empire,9,6,9,3,Kalee
2025-07-09 08:32:06,338,at-at,empire,3,10,4,8,Skako
2025-07-09 08:32:05,339,at-at,resistance,1,10,5,6,Rodia
2025-07-09 08:32:04,340,unknown,empire,9,8,8,7,Stewjon
2025-07-09 08:32:03,341,resistance_soldier,empire,7,7,6,2,Umbara
2025-07-09 08:32:02,342,tie_silencer,empire,6,5,8,10,Muunilinst
2025-07-09 08:32:01,343,resistance_soldier,resistance,1,3,9,4,Kashyyyk
2025-07-09 08:32:00,344,at-at,empire,7,3,10,6,Bestine IV
2025-07-09 08:31:59,345,at-st,empire,10,5,6,3,Muunilinst
2025-07-09 08:31:58,346,tie_silencer,resistance,7,4,4,1,Naboo
2025-07-09 08:31:57,347,stormtrooper,empire,2,4,6,10,Vulpter
2025-07-09 08:31:56,348,tie_fighter,empire,10,3,6,6,Corellia
2025-07-09 08:31:55,349,resistance_soldier,resistance,3,1,6,2,Malastare
2025-07-09 08:31:54,350,resistance_soldier,empire,1,7,5,4,Mirial
2025-07-09 08:31:53,351,resistance_soldier,empire,4,4,9,7,Quermia
2025-07-09 08:31:52,352,unknown,empire,3,2,1,1,Dorin
2025-07-09 08:31:51,353,tie_silencer,empire,1,2,6,5,Kalee
2025-07-09 08:31:50,354,x-wing,resistance,9,8,8,5,Glee Anselm
2025-07-09 08:31:49,355,resistance_soldier,resistance,1,10,4,3,Muunilinst
2025-07-09 08:31:48,356,at-at,empire,1,1,3,1,Troiken
2025-07-09 08:31:47,357,resistance_soldier,resistance,2,4,1,9,Bestine IV
2025-07-09 08:31:46,358,tie_silencer,resistance,6,9,1,9,Mon Cala
2025-07-09 08:31:45,359,x-wing,empire,1,2,7,1,Kalee
2025-07-09 08:31:44,360,tie_fighter,resistance,8,9,2,4,Aleen Minor
2025-07-09 08:31:43,361,at-at,empire,3,1,3,5,Tholoth
2025-07-09 08:31:42,362,at-st,empire,9,1,9,5,Glee Anselm
2025-07-09 08:31:41,363,tie_silencer,resistance,2,8,6,3,Ryloth
2025-07-09 08:31:40,364,stormtrooper,empire,6,10,10,9,Cerea
2025-07-09 08:31:39,365,at-at,resistance,8,6,1,1,Aleen Minor
